ID,Archetype,City Type,Income Level,Age,Health Consciousness (1-10),Price Sensitivity (1-10),Brand Loyalty (1-10),Distribution Weight
386,Urban Health Enthusiast,Urban,High,31,9.96,3.27,7.24,15
387,Urban Health Enthusiast,Urban,High,29,8.95,3.45,6.50,15
388,Urban Health Enthusiast,Urban,High,64,9.26,3.94,7.26,15
389,Urban Health Enthusiast,Urban,High,25,9.08,3.24,6.35,15
390,Urban Health Enthusiast,Urban,High,56,9.60,2.30,6.77,15
391,Urban Health Enthusiast,Urban,High,61,9.64,2.33,6.58,15
392,Urban Health Enthusiast,Urban,High,55,8.08,3.05,6.26,15
393,Urban Health Enthusiast,Urban,High,55,8.60,2.27,6.20,15
394,Urban Health Enthusiast,Urban,High,36,8.46,2.44,6.32,15
395,Urban Health Enthusiast,Urban,High,49,8.70,2.19,6.95,15
396,Urban Health Enthusiast,Urban,High,19,8.12,2.35,6.81,15
397,Urban Health Enthusiast,Urban,High,26,8.10,2.56,6.43,15
398,Urban Health Enthusiast,Urban,High,36,8.37,3.09,7.88,15
399,Urban Health Enthusiast,Urban,High,20,9.93,3.59,7.10,15
400,Urban Health Enthusiast,Urban,High,53,8.75,2.47,7.55,15
401,Urban Health Enthusiast,Urban,High,61,9.87,2.05,7.21,15
402,Urban Health Enthusiast,Urban,High,46,8.70,3.03,7.72,15
403,Urban Health Enthusiast,Urban,High,22,8.55,3.54,7.42,15
404,Urban Health Enthusiast,Urban,High,45,9.24,2.46,7.81,15
405,Urban Health Enthusiast,Urban,High,48,8.87,2.86,7.63,15
406,Urban Health Enthusiast,Urban,High,44,8.07,2.94,6.42,15
407,Urban Health Enthusiast,Urban,High,60,8.28,3.06,7.75,15
408,Urban Health Enthusiast,Urban,High,39,9.22,2.60,6.05,15
409,Urban Health Enthusiast,Urban,High,63,9.24,3.13,6.46,15
410,Urban Health Enthusiast,Urban,High,54,9.09,2.45,7.18,15
411,Urban Health Enthusiast,Urban,High,32,9.66,3.73,6.50,15
412,Urban Health Enthusiast,Urban,High,60,8.56,2.92,6.32,15
413,Urban Health Enthusiast,Urban,High,62,9.86,2.74,7.13,15
414,Urban Health Enthusiast,Urban,High,24,8.44,2.89,6.75,15
415,Urban Health Enthusiast,Urban,High,53,9.31,3.06,7.01,15
416,Urban Health Enthusiast,Urban,High,37,8.40,3.48,7.42,15
417,Urban Health Enthusiast,Urban,High,57,9.21,3.60,7.33,15
418,Urban Health Enthusiast,Urban,High,35,9.75,3.05,7.37,15
419,Urban Health Enthusiast,Urban,High,37,9.97,2.36,6.64,15
420,Urban Health Enthusiast,Urban,High,38,9.95,3.59,6.61,15
421,Urban Health Enthusiast,Urban,High,36,8.11,2.85,6.77,15
422,Urban Health Enthusiast,Urban,High,32,9.12,3.44,7.71,15
423,Urban Health Enthusiast,Urban,High,43,9.64,2.26,7.83,15
424,Urban Health Enthusiast,Urban,High,61,9.11,3.12,6.79,15
425,Urban Health Enthusiast,Urban,High,47,8.67,2.71,6.33,15
426,Urban Health Enthusiast,Urban,High,32,8.47,2.88,6.82,15
427,Urban Health Enthusiast,Urban,High,64,8.90,3.01,7.69,15
428,Urban Health Enthusiast,Urban,High,26,8.66,2.32,6.13,15
429,Urban Health Enthusiast,Urban,High,40,8.53,3.62,7.89,15
430,Urban Health Enthusiast,Urban,High,58,9.04,2.89,6.73,15
431,Urban Health Enthusiast,Urban,High,20,8.74,3.88,6.52,15
432,Urban Health Enthusiast,Urban,High,41,9.20,3.64,7.91,15
433,Urban Health Enthusiast,Urban,High,58,8.00,3.26,6.52,15
434,Urban Health Enthusiast,Urban,High,43,9.85,2.51,6.27,15
435,Urban Health Enthusiast,Urban,High,36,8.99,3.05,7.58,15
436,Urban Health Enthusiast,Urban,High,45,8.51,3.52,6.40,15
437,Urban Health Enthusiast,Urban,High,37,8.14,3.48,6.67,15
438,Urban Health Enthusiast,Urban,High,24,8.55,2.81,6.16,15
439,Urban Health Enthusiast,Urban,High,64,9.53,2.49,7.89,15
440,Urban Health Enthusiast,Urban,High,44,8.62,2.82,6.61,15
441,Urban Health Enthusiast,Urban,High,41,9.44,3.64,6.03,15
442,Urban Health Enthusiast,Urban,High,36,8.33,3.60,7.12,15
443,Urban Health Enthusiast,Urban,High,52,9.89,2.62,6.59,15
444,Urban Health Enthusiast,Urban,High,37,8.03,3.26,6.52,15
445,Urban Health Enthusiast,Urban,High,48,9.68,2.26,7.68,15
446,Urban Health Enthusiast,Urban,High,54,9.22,3.00,7.34,15
447,Urban Health Enthusiast,Urban,High,36,9.54,2.12,6.76,15
448,Urban Health Enthusiast,Urban,High,60,8.77,2.28,7.88,15
449,Urban Health Enthusiast,Urban,High,19,8.38,2.41,6.73,15
450,Urban Health Enthusiast,Urban,High,30,8.49,3.74,7.47,15
451,Urban Health Enthusiast,Urban,High,32,9.85,3.20,7.98,15
452,Urban Health Enthusiast,Urban,High,27,9.65,2.05,7.10,15
453,Urban Health Enthusiast,Urban,High,41,9.71,3.93,7.21,15
454,Urban Health Enthusiast,Urban,High,58,9.66,3.37,6.49,15
455,Urban Health Enthusiast,Urban,High,52,9.91,3.54,7.69,15
456,Urban Health Enthusiast,Urban,High,20,9.00,3.00,7.23,15
457,Urban Health Enthusiast,Urban,High,23,9.81,3.21,7.63,15
458,Urban Health Enthusiast,Urban,High,31,9.14,3.75,7.55,15
459,Urban Health Enthusiast,Urban,High,53,9.92,2.16,6.64,15
460,Urban Health Enthusiast,Urban,High,41,9.24,2.69,7.48,15
461,Urban Health Enthusiast,Urban,High,60,9.92,3.71,6.87,15
462,Urban Health Enthusiast,Urban,High,23,8.87,2.41,6.32,15
463,Urban Health Enthusiast,Urban,High,20,9.46,2.66,6.67,15
464,Urban Health Enthusiast,Urban,High,44,9.61,3.25,6.95,15
465,Urban Health Enthusiast,Urban,High,20,8.88,3.67,6.04,15
466,Urban Health Enthusiast,Urban,High,41,8.83,3.51,6.06,15
467,Urban Health Enthusiast,Urban,High,49,9.03,3.08,7.57,15
468,Urban Health Enthusiast,Urban,High,58,10.00,3.91,7.86,15
469,Urban Health Enthusiast,Urban,High,52,9.29,3.64,6.94,15
470,Urban Health Enthusiast,Urban,High,48,9.33,3.26,7.19,15
471,Urban Health Enthusiast,Urban,High,46,8.12,2.68,7.82,15
472,Urban Health Enthusiast,Urban,High,49,9.19,3.16,7.01,15
473,Urban Health Enthusiast,Urban,High,59,8.98,2.43,6.95,15
474,Urban Health Enthusiast,Urban,High,32,8.33,3.84,7.16,15
475,Urban Health Enthusiast,Urban,High,42,8.00,3.77,7.15,15
476,Urban Health Enthusiast,Urban,High,61,9.48,2.91,7.53,15
477,Urban Health Enthusiast,Urban,High,43,8.17,2.84,7.67,15
478,Urban Health Enthusiast,Urban,High,28,9.44,2.59,6.77,15
479,Urban Health Enthusiast,Urban,High,20,9.02,3.62,7.04,15
480,Urban Health Enthusiast,Urban,High,43,8.47,3.23,7.87,15
481,Urban Health Enthusiast,Urban,High,27,9.26,3.29,7.26,15
482,Urban Health Enthusiast,Urban,High,60,9.91,2.25,7.95,15
483,Urban Health Enthusiast,Urban,High,58,9.13,2.44,7.11,15
484,Urban Health Enthusiast,Urban,High,35,8.54,3.40,7.43,15
485,Urban Health Enthusiast,Urban,High,41,8.59,2.82,7.90,15
486,Urban Health Enthusiast,Urban,High,53,8.97,3.22,7.21,15
487,Urban Health Enthusiast,Urban,High,60,9.83,3.34,7.30,15
488,Urban Health Enthusiast,Urban,High,39,8.13,2.70,6.57,15
489,Urban Health Enthusiast,Urban,High,62,9.14,2.89,6.04,15
490,Urban Health Enthusiast,Urban,High,56,9.93,2.25,7.24,15
491,Urban Health Enthusiast,Urban,High,50,8.96,3.62,7.37,15
492,Urban Health Enthusiast,Urban,High,39,9.16,2.08,6.91,15
493,Urban Health Enthusiast,Urban,High,35,8.85,2.91,7.47,15
494,Urban Health Enthusiast,Urban,High,61,8.07,2.40,6.01,15
495,Urban Health Enthusiast,Urban,High,57,9.24,3.00,6.95,15
496,Urban Health Enthusiast,Urban,High,59,8.17,3.71,7.79,15
497,Urban Health Enthusiast,Urban,High,33,9.23,3.45,6.76,15
498,Urban Health Enthusiast,Urban,High,37,8.90,3.95,6.82,15
499,Urban Health Enthusiast,Urban,High,54,8.27,2.22,7.09,15
500,Urban Health Enthusiast,Urban,High,27,9.66,3.05,7.69,15
501,Urban Health Enthusiast,Urban,High,32,9.36,2.30,6.23,15
502,Urban Health Enthusiast,Urban,High,62,9.26,3.78,6.57,15
503,Urban Health Enthusiast,Urban,High,49,8.81,3.07,7.69,15
504,Urban Health Enthusiast,Urban,High,48,8.14,3.86,6.19,15
505,Urban Health Enthusiast,Urban,High,44,9.25,2.57,6.09,15
506,Urban Health Enthusiast,Urban,High,40,9.29,3.26,6.89,15
507,Urban Health Enthusiast,Urban,High,37,8.11,2.67,6.86,15
508,Urban Health Enthusiast,Urban,High,57,9.40,3.02,6.81,15
509,Urban Health Enthusiast,Urban,High,28,9.52,3.28,7.22,15
510,Urban Health Enthusiast,Urban,High,49,8.87,2.22,6.53,15
511,Urban Health Enthusiast,Urban,High,34,8.82,2.65,7.58,15
512,Urban Health Enthusiast,Urban,High,58,8.27,3.29,7.93,15
513,Urban Health Enthusiast,Urban,High,22,9.18,3.16,6.88,15
514,Urban Health Enthusiast,Urban,High,55,9.21,3.82,7.24,15
515,Urban Health Enthusiast,Urban,High,36,9.59,3.88,6.04,15
516,Urban Health Enthusiast,Urban,High,25,9.50,3.42,7.00,15
517,Urban Health Enthusiast,Urban,High,25,8.14,3.36,7.63,15
518,Urban Health Enthusiast,Urban,High,53,8.65,3.57,7.58,15
519,Urban Health Enthusiast,Urban,High,24,8.81,2.44,6.63,15
520,Urban Health Enthusiast,Urban,High,20,8.85,2.93,7.03,15
521,Urban Health Enthusiast,Urban,High,27,8.71,3.32,7.87,15
522,Urban Health Enthusiast,Urban,High,52,8.76,3.96,7.77,15
523,Urban Health Enthusiast,Urban,High,55,9.90,3.67,6.37,15
524,Urban Health Enthusiast,Urban,High,37,9.87,3.23,7.99,15
525,Urban Health Enthusiast,Urban,High,46,9.56,3.43,6.89,15
526,Urban Health Enthusiast,Urban,High,20,9.21,2.46,7.42,15
527,Urban Health Enthusiast,Urban,High,29,8.95,2.82,6.12,15
528,Urban Health Enthusiast,Urban,High,52,8.09,2.94,6.62,15
529,Urban Health Enthusiast,Urban,High,47,8.44,3.53,7.10,15
530,Urban Health Enthusiast,Urban,High,53,9.50,3.80,7.82,15
531,Urban Health Enthusiast,Urban,High,48,9.06,3.01,7.98,15
532,Urban Health Enthusiast,Urban,High,23,9.58,2.53,7.58,15
533,Urban Health Enthusiast,Urban,High,51,8.28,2.02,6.84,15
534,Urban Health Enthusiast,Urban,High,30,8.86,3.17,7.44,15
535,Urban Health Enthusiast,Urban,High,23,9.51,2.30,6.64,15
536,Urban Health Enthusiast,Urban,High,27,8.44,3.15,6.99,15
537,Urban Health Enthusiast,Urban,High,21,8.64,2.23,6.11,15
538,Urban Health Enthusiast,Urban,High,56,9.92,2.30,7.55,15
539,Urban Health Enthusiast,Urban,High,54,9.73,3.57,7.80,15
540,Urban Health Enthusiast,Urban,High,36,8.44,3.55,7.83,15
541,Urban Health Enthusiast,Urban,High,23,9.48,3.03,7.18,15
542,Urban Health Enthusiast,Urban,High,27,8.46,3.86,7.18,15
543,Urban Health Enthusiast,Urban,High,22,8.64,3.93,7.05,15
544,Urban Health Enthusiast,Urban,High,58,8.41,3.04,6.18,15
545,Urban Health Enthusiast,Urban,High,55,9.46,3.84,6.40,15
546,Urban Health Enthusiast,Urban,High,54,8.03,3.22,6.50,15
547,Urban Health Enthusiast,Urban,High,57,9.29,2.06,6.60,15
548,Urban Health Enthusiast,Urban,High,44,8.06,3.73,6.83,15
549,Urban Health Enthusiast,Urban,High,56,8.82,3.11,7.34,15
550,Urban Health Enthusiast,Urban,High,61,8.46,2.19,7.84,15
551,Urban Health Enthusiast,Urban,High,19,8.42,2.53,6.56,15
552,Urban Health Enthusiast,Urban,High,29,8.43,3.89,7.99,15
553,Urban Health Enthusiast,Urban,High,49,8.67,2.91,6.04,15
554,Urban Health Enthusiast,Urban,High,20,8.44,2.78,6.57,15
555,Urban Health Enthusiast,Urban,High,51,9.33,3.02,7.80,15
556,Urban Health Enthusiast,Urban,High,26,9.06,3.46,6.99,15
557,Urban Health Enthusiast,Urban,High,49,9.62,2.55,7.52,15
558,Urban Health Enthusiast,Urban,High,33,9.51,2.14,6.43,15
559,Urban Health Enthusiast,Urban,High,45,8.56,2.61,6.78,15
560,Urban Health Enthusiast,Urban,High,59,8.79,2.49,6.03,15
561,Urban Health Enthusiast,Urban,High,20,8.39,3.84,6.38,15
562,Urban Health Enthusiast,Urban,High,21,9.54,2.44,6.71,15
563,Urban Health Enthusiast,Urban,High,38,9.41,2.20,7.09,15
564,Urban Health Enthusiast,Urban,High,28,9.39,2.08,6.76,15
565,Urban Health Enthusiast,Urban,High,64,8.53,3.89,7.84,15
566,Urban Health Enthusiast,Urban,High,21,9.55,2.65,6.16,15
567,Urban Health Enthusiast,Urban,High,30,8.78,2.19,6.66,15
568,Urban Health Enthusiast,Urban,High,55,8.98,3.20,6.60,15
569,Urban Health Enthusiast,Urban,High,40,8.92,3.32,7.27,15
570,Urban Health Enthusiast,Urban,High,37,8.09,2.34,6.78,15
571,Urban Health Enthusiast,Urban,High,25,9.64,3.17,7.56,15
572,Urban Health Enthusiast,Urban,High,27,9.74,3.78,6.93,15
573,Urban Health Enthusiast,Urban,High,63,9.49,2.15,6.91,15
574,Urban Health Enthusiast,Urban,High,63,9.32,3.26,7.52,15
575,Urban Health Enthusiast,Urban,High,18,9.86,2.38,6.04,15
576,Urban Health Enthusiast,Urban,High,28,9.17,2.01,6.94,15
577,Urban Health Enthusiast,Urban,High,25,9.67,3.42,6.08,15
578,Urban Health Enthusiast,Urban,High,23,9.33,2.39,6.50,15
579,Urban Health Enthusiast,Urban,High,47,8.93,3.13,6.62,15
580,Urban Health Enthusiast,Urban,High,59,8.13,3.58,6.03,15
581,Urban Health Enthusiast,Urban,High,52,8.98,2.94,7.92,15
582,Urban Health Enthusiast,Urban,High,59,8.35,2.50,7.21,15
583,Urban Health Enthusiast,Urban,High,25,8.69,3.79,7.33,15
584,Urban Health Enthusiast,Urban,High,25,8.67,3.94,7.99,15
585,Urban Health Enthusiast,Urban,High,30,9.22,2.61,6.15,15
586,Urban Health Enthusiast,Urban,High,59,9.44,2.07,6.62,15
587,Urban Health Enthusiast,Urban,High,44,8.06,2.35,6.05,15
588,Urban Health Enthusiast,Urban,High,59,8.63,3.92,6.68,15
589,Urban Health Enthusiast,Urban,High,25,9.00,3.61,6.47,15
590,Urban Health Enthusiast,Urban,High,61,9.29,2.26,7.17,15
591,Urban Health Enthusiast,Urban,High,56,9.11,2.94,7.04,15
592,Urban Health Enthusiast,Urban,High,26,8.92,3.80,6.39,15
593,Urban Health Enthusiast,Urban,High,40,8.21,2.98,7.68,15
594,Urban Health Enthusiast,Urban,High,41,9.02,2.68,6.20,15
595,Urban Health Enthusiast,Urban,High,32,9.30,3.05,6.75,15
596,Urban Health Enthusiast,Urban,High,26,9.61,3.86,6.01,15
597,Urban Health Enthusiast,Urban,High,53,8.09,3.74,7.48,15
598,Urban Health Enthusiast,Urban,High,53,8.47,2.31,6.05,15
599,Urban Health Enthusiast,Urban,High,58,9.62,2.72,6.89,15
600,Urban Health Enthusiast,Urban,High,36,9.19,2.70,7.84,15
601,Urban Health Enthusiast,Urban,High,44,9.04,2.48,6.28,15
602,Urban Health Enthusiast,Urban,High,57,9.47,3.91,6.75,15
603,Urban Health Enthusiast,Urban,High,34,8.57,3.59,6.07,15
604,Urban Health Enthusiast,Urban,High,48,9.33,3.45,6.07,15
605,Urban Health Enthusiast,Urban,High,53,8.95,3.76,7.03,15
606,Urban Health Enthusiast,Urban,High,49,9.94,2.24,7.02,15
607,Urban Health Enthusiast,Urban,High,58,9.29,2.99,6.54,15
608,Urban Health Enthusiast,Urban,High,45,8.48,2.28,6.39,15
609,Urban Health Enthusiast,Urban,High,24,8.77,3.16,7.42,15
610,Urban Health Enthusiast,Urban,High,45,8.14,2.44,7.33,15
611,Urban Health Enthusiast,Urban,High,56,9.31,2.40,6.80,15
612,Urban Health Enthusiast,Urban,High,29,8.31,3.74,6.31,15
613,Urban Health Enthusiast,Urban,High,58,9.86,2.02,6.65,15
614,Urban Health Enthusiast,Urban,High,47,9.52,3.87,7.15,15
615,Urban Health Enthusiast,Urban,High,29,8.05,3.09,7.63,15
616,Urban Health Enthusiast,Urban,High,36,9.64,3.85,6.70,15
617,Urban Health Enthusiast,Urban,High,38,9.61,2.17,6.77,15
618,Urban Health Enthusiast,Urban,High,25,8.64,2.33,6.51,15
619,Urban Health Enthusiast,Urban,High,47,8.31,2.75,6.56,15
620,Urban Health Enthusiast,Urban,High,37,8.05,2.23,6.45,15
621,Urban Health Enthusiast,Urban,High,20,8.39,2.52,7.75,15
622,Urban Health Enthusiast,Urban,High,28,8.79,2.13,6.46,15
623,Urban Health Enthusiast,Urban,High,58,8.69,3.26,6.10,15
624,Urban Health Enthusiast,Urban,High,45,9.75,3.13,6.29,15
625,Urban Health Enthusiast,Urban,High,37,8.35,3.89,6.43,15
626,Urban Health Enthusiast,Urban,High,48,9.28,3.08,6.51,15
627,Urban Health Enthusiast,Urban,High,47,8.19,2.57,7.70,15
628,Urban Health Enthusiast,Urban,High,35,9.52,2.69,7.67,15
629,Urban Health Enthusiast,Urban,High,34,9.66,3.93,7.20,15
630,Urban Health Enthusiast,Urban,High,38,9.58,3.88,7.50,15
631,Urban Health Enthusiast,Urban,High,46,9.40,3.34,6.17,15
632,Urban Health Enthusiast,Urban,High,33,8.36,3.23,6.89,15
633,Urban Health Enthusiast,Urban,High,58,8.04,3.91,6.39,15
634,Urban Health Enthusiast,Urban,High,61,8.20,2.53,6.18,15
635,Urban Health Enthusiast,Urban,High,21,8.40,3.09,7.08,15
636,Urban Health Enthusiast,Urban,High,54,9.93,3.36,6.44,15
637,Urban Health Enthusiast,Urban,High,61,8.64,2.46,6.80,15
638,Urban Health Enthusiast,Urban,High,61,8.96,3.02,7.82,15
639,Urban Health Enthusiast,Urban,High,30,8.45,2.91,7.51,15
640,Urban Health Enthusiast,Urban,High,25,8.18,2.01,7.41,15
641,Urban Health Enthusiast,Urban,High,64,8.42,2.77,6.26,15
642,Urban Health Enthusiast,Urban,High,22,8.01,2.96,7.82,15
643,Urban Health Enthusiast,Urban,High,64,9.99,2.01,7.47,15
644,Urban Health Enthusiast,Urban,High,22,8.28,2.33,7.08,15
645,Urban Health Enthusiast,Urban,High,40,9.95,3.35,7.44,15
646,Urban Health Enthusiast,Urban,High,26,9.22,2.15,6.53,15
647,Urban Health Enthusiast,Urban,High,51,8.79,2.28,6.80,15
648,Urban Health Enthusiast,Urban,High,45,8.36,3.13,6.77,15
649,Urban Health Enthusiast,Urban,High,62,8.27,2.68,6.16,15
650,Urban Health Enthusiast,Urban,High,54,8.77,3.62,7.86,15
651,Urban Health Enthusiast,Urban,High,53,9.89,3.16,6.71,15
652,Urban Health Enthusiast,Urban,High,29,9.85,3.21,7.16,15
653,Urban Health Enthusiast,Urban,High,60,9.27,3.55,6.62,15
654,Urban Health Enthusiast,Urban,High,40,9.78,3.79,6.65,15
655,Urban Health Enthusiast,Urban,High,51,9.01,3.99,7.37,15
656,Urban Health Enthusiast,Urban,High,46,9.93,2.74,7.01,15
657,Urban Health Enthusiast,Urban,High,46,9.59,2.09,6.31,15
658,Urban Health Enthusiast,Urban,High,35,9.47,3.10,7.59,15
659,Urban Health Enthusiast,Urban,High,25,8.49,3.42,6.00,15
660,Urban Health Enthusiast,Urban,High,56,8.25,3.99,6.13,15
661,Urban Health Enthusiast,Urban,High,45,9.82,3.18,7.57,15
662,Urban Health Enthusiast,Urban,High,27,9.84,2.47,6.06,15
663,Urban Health Enthusiast,Urban,High,30,9.88,2.45,7.23,15
664,Urban Health Enthusiast,Urban,High,21,9.12,3.91,6.38,15
665,Urban Health Enthusiast,Urban,High,20,9.56,3.31,7.94,15
666,Urban Health Enthusiast,Urban,High,58,9.18,3.35,7.17,15
667,Urban Health Enthusiast,Urban,High,64,8.61,3.96,6.54,15
668,Urban Health Enthusiast,Urban,High,50,8.80,2.24,6.99,15
669,Urban Health Enthusiast,Urban,High,33,9.83,2.86,7.95,15
670,Urban Health Enthusiast,Urban,High,57,8.89,3.50,6.78,15
671,Urban Health Enthusiast,Urban,High,47,9.59,2.00,6.77,15
672,Urban Health Enthusiast,Urban,High,28,9.00,2.15,7.23,15
673,Urban Health Enthusiast,Urban,High,21,8.74,2.21,6.53,15
674,Urban Health Enthusiast,Urban,High,37,9.41,3.28,6.83,15
675,Urban Health Enthusiast,Urban,High,25,9.91,3.85,6.38,15
676,Urban Health Enthusiast,Urban,High,51,9.18,3.54,6.27,15
677,Urban Health Enthusiast,Urban,High,48,8.88,3.53,6.33,15
678,Urban Health Enthusiast,Urban,High,44,9.09,3.31,6.69,15
679,Urban Health Enthusiast,Urban,High,44,9.09,3.81,6.37,15
680,Urban Health Enthusiast,Urban,High,46,8.35,2.33,6.81,15
681,Urban Health Enthusiast,Urban,High,47,8.74,2.05,6.54,15
682,Urban Health Enthusiast,Urban,High,63,9.13,3.42,7.28,15
683,Urban Health Enthusiast,Urban,High,45,8.10,2.24,7.52,15
684,Urban Health Enthusiast,Urban,High,58,8.41,2.10,7.26,15
685,Urban Health Enthusiast,Urban,High,20,8.46,2.91,6.41,15
686,Urban Health Enthusiast,Urban,High,61,8.73,3.93,7.85,15
687,Urban Health Enthusiast,Urban,High,31,8.43,2.20,7.13,15
688,Urban Health Enthusiast,Urban,High,26,8.24,2.67,6.46,15
689,Urban Health Enthusiast,Urban,High,36,8.27,2.64,7.92,15
690,Urban Health Enthusiast,Urban,High,62,9.71,2.96,6.17,15
691,Urban Health Enthusiast,Urban,High,47,9.63,3.83,7.48,15
692,Urban Health Enthusiast,Urban,High,60,8.63,4.00,7.01,15
693,Urban Health Enthusiast,Urban,High,60,9.42,2.33,6.79,15
694,Urban Health Enthusiast,Urban,High,43,8.03,2.57,6.52,15
695,Urban Health Enthusiast,Urban,High,44,8.11,2.08,7.74,15
696,Urban Health Enthusiast,Urban,High,34,9.27,2.35,6.12,15
697,Urban Health Enthusiast,Urban,High,31,9.38,3.80,6.25,15
698,Urban Health Enthusiast,Urban,High,27,9.93,3.78,6.56,15
699,Urban Health Enthusiast,Urban,High,62,8.53,3.90,7.61,15
700,Urban Health Enthusiast,Urban,High,25,8.28,2.69,7.39,15
701,Urban Health Enthusiast,Urban,High,22,8.56,2.49,7.68,15
702,Urban Health Enthusiast,Urban,High,48,9.68,3.29,6.46,15
703,Urban Health Enthusiast,Urban,High,22,9.01,2.92,7.56,15
704,Urban Health Enthusiast,Urban,High,52,9.32,2.23,6.23,15
705,Urban Health Enthusiast,Urban,High,40,8.91,3.18,6.39,15
706,Urban Health Enthusiast,Urban,High,56,8.80,3.92,6.75,15
707,Urban Health Enthusiast,Urban,High,30,8.92,2.32,7.75,15
708,Urban Health Enthusiast,Urban,High,57,8.03,3.57,6.02,15
709,Urban Health Enthusiast,Urban,High,45,8.46,3.50,6.49,15
710,Urban Health Enthusiast,Urban,High,30,9.04,3.32,7.23,15
711,Urban Health Enthusiast,Urban,High,38,8.16,3.73,6.29,15
712,Urban Health Enthusiast,Urban,High,34,9.72,2.55,6.30,15
713,Urban Health Enthusiast,Urban,High,18,9.52,2.16,6.57,15
714,Urban Health Enthusiast,Urban,High,28,9.85,3.91,6.97,15
715,Urban Health Enthusiast,Urban,High,47,8.87,2.36,7.17,15
716,Urban Health Enthusiast,Urban,High,45,8.73,3.95,7.68,15
717,Urban Health Enthusiast,Urban,High,27,9.45,2.19,6.68,15
718,Urban Health Enthusiast,Urban,High,51,9.55,2.33,6.44,15
719,Urban Health Enthusiast,Urban,High,45,9.49,2.72,7.92,15
720,Urban Health Enthusiast,Urban,High,42,8.94,2.24,6.54,15
721,Urban Health Enthusiast,Urban,High,51,9.14,3.30,6.64,15
722,Urban Health Enthusiast,Urban,High,32,8.51,2.40,7.76,15
723,Urban Health Enthusiast,Urban,High,28,9.27,2.49,7.63,15
724,Urban Health Enthusiast,Urban,High,40,9.76,2.13,7.85,15
725,Urban Health Enthusiast,Urban,High,34,9.49,3.88,6.07,15
726,Urban Health Enthusiast,Urban,High,20,8.77,2.94,7.67,15
727,Urban Health Enthusiast,Urban,High,28,8.45,3.25,6.60,15
728,Urban Health Enthusiast,Urban,High,38,9.04,2.53,7.96,15
729,Urban Health Enthusiast,Urban,High,48,9.52,3.52,7.28,15
730,Urban Health Enthusiast,Urban,High,43,9.43,3.46,6.29,15
731,Urban Health Enthusiast,Urban,High,45,9.40,3.98,6.79,15
732,Urban Health Enthusiast,Urban,High,57,9.84,3.24,6.55,15
733,Urban Health Enthusiast,Urban,High,58,9.00,3.50,7.76,15
734,Urban Health Enthusiast,Urban,High,34,8.59,2.12,7.24,15
735,Urban Health Enthusiast,Urban,High,19,9.21,2.23,7.31,15
736,Urban Health Enthusiast,Urban,High,38,9.33,3.54,6.47,15
737,Urban Health Enthusiast,Urban,High,52,8.52,3.59,6.93,15
738,Urban Health Enthusiast,Urban,High,23,8.79,2.43,7.14,15
739,Urban Health Enthusiast,Urban,High,53,8.09,2.24,7.26,15
740,Urban Health Enthusiast,Urban,High,43,9.63,3.59,6.23,15
741,Urban Health Enthusiast,Urban,High,47,9.45,2.98,6.13,15
742,Urban Health Enthusiast,Urban,High,34,8.30,2.74,6.27,15
743,Urban Health Enthusiast,Urban,High,45,9.45,2.18,6.94,15
744,Urban Health Enthusiast,Urban,High,23,9.75,2.84,7.68,15
745,Urban Health Enthusiast,Urban,High,42,9.85,2.54,6.64,15
746,Urban Health Enthusiast,Urban,High,25,9.05,2.95,7.03,15
747,Urban Health Enthusiast,Urban,High,40,9.61,3.33,6.21,15
748,Urban Health Enthusiast,Urban,High,30,9.86,2.80,7.50,15
749,Urban Health Enthusiast,Urban,High,30,8.88,2.11,7.64,15
750,Urban Health Enthusiast,Urban,High,21,8.46,3.76,6.84,15
